flux	vhel	wav	cont
7783.066383430696	-462.9591289807781	5211.249999999998	7657.98876953125
7794.971853425385	-414.13589577560174	5212.0999999999985	7657.98876953125
7765.063728093468	-365.3126625704254	5212.949999999999	7657.98876953125
7760.2984599044075	-316.48942936530125	5213.799999999998	7657.98876953125
7750.961232076474	-267.6661961601249	5214.649999999999	7657.98876953125
7748.165161975571	-218.84296295494855	5215.499999999999	7657.98876953125
7755.491237387148	-170.01972974982442	5216.3499999999985	7657.98876953125
7736.957514604354	-121.19649654470031	5217.199999999998	7657.98876953125
7741.9601699415825	-72.37326333952394	5218.049999999998	7657.98876953125
7767.414763674987	-23.550030134347583	5218.899999999999	7657.98876953125
7779.737121614445	25.27320307082878	5219.749999999999	7657.98876953125
7764.7169410515135	74.09643627600514	5220.599999999999	7657.98876953125
7742.028146574615	122.91966948107702	5221.449999999998	7657.98876953125
7754.643653744026	171.7429026862534	5222.299999999998	7657.98876953125
7740.906001062135	220.56613589142975	5223.149999999999	7657.98876953125
7714.348380244291	269.3893690966061	5223.999999999999	7657.98876953125
7682.436537440255	318.2126023017302	5224.8499999999985	7657.98876953125
7658.759957514604	367.03583550690655	5225.699999999999	7657.98876953125
7655.42272968667	415.8590687120307	5226.549999999998	7657.98876953125
7635.336165693043	464.68230191720704	5227.399999999999	7657.98876953125
