wav	cont	flux	vhel
5811.349999999999	3948.714599609375	3938.060245310245	-450.7111574543861
5812.2	3948.714599609375	3933.555194805195	-406.9277878730887
5813.049999999998	3948.714599609375	3937.474025974026	-363.14441829188496
5813.899999999999	3948.714599609375	3943.9458874458874	-319.36104871058757
5814.749999999999	3948.714599609375	3952.8852813852814	-275.5776791292902
5815.599999999999	3948.714599609375	3947.770202020202	-231.79430954799275
5816.449999999999	3948.714599609375	3955.4588744588746	-188.01093996674217
5817.299999999999	3948.714599609375	3961.589466089466	-144.22757038544478
5818.149999999999	3948.714599609375	3957.2088744588746	-100.4442008041942
5818.999999999999	3948.714599609375	3967.4848484848485	-56.6608312228968
5819.8499999999985	3948.714599609375	3981.813492063492	-12.877461641646246
5820.699999999999	3948.714599609375	3998.5036075036073	30.90590793965116
5821.549999999999	3948.714599609375	4003.301948051948	74.68927752094856
5822.4	3948.714599609375	3989.660533910534	118.47264710224597
5823.249999999998	3948.714599609375	3972.8881673881674	162.25601668344967
5824.0999999999985	3948.714599609375	3955.1190476190477	206.0393862647471
5824.949999999999	3948.714599609375	3955.4329004329006	249.82275584604452
5825.799999999999	3948.714599609375	3960.460678210678	293.6061254273419
5826.65	3948.714599609375	3949.6161616161617	337.3894950086393
5827.499999999999	3948.714599609375	3954.790404040404	381.17286458988985
5828.3499999999985	3948.714599609375	3960.118686868687	424.95623417114047
