wav	cont	flux	vhel
4641.749999999999	10302.9853515625	10615.135422198618	-531.8898448387682
4642.599999999999	10302.9853515625	10481.237387148169	-477.0890729462717
4643.449999999999	10302.9853515625	10339.9160913436	-422.2883010538338
4644.299999999999	10302.9853515625	10142.475836431227	-367.48752916133725
4645.149999999999	10302.9853515625	9936.16994158258	-312.68675726889927
4645.999999999999	10302.9853515625	9928.294211364844	-257.8859853764027
4646.8499999999985	10302.9853515625	9864.95698353691	-203.08521348396476
4647.699999999999	10302.9853515625	9967.027084439724	-148.2844415914682
4648.549999999999	10302.9853515625	10350.576739245884	-93.48366969897164
4649.399999999999	10302.9853515625	10469.317047265002	-38.6828978065337
4650.249999999999	10302.9853515625	10298.83590015932	16.117874085962868
4651.099999999999	10302.9853515625	10101.584705257568	70.91864597845944
4651.95	10302.9853515625	9904.707381837494	125.71941787095601
4652.799999999999	10302.9853515625	9796.734997344663	180.52018976339394
4653.65	10302.9853515625	9900.781731279872	235.32096165589053
4654.499999999999	10302.9853515625	9917.502920870951	290.12173354832845
4655.349999999999	10302.9853515625	10094.352628783856	344.92250544082503
4656.199999999999	10302.9853515625	11027.477429633564	399.7232773332629
4657.049999999999	10302.9853515625	12912.259160913436	454.5240492257595
4657.899999999999	10302.9853515625	14693.307488050983	509.3248211181975
4658.749999999999	10302.9853515625	14767.786510886883	564.125593010694
