flux	vhel	wav	cont
5356.313596491228	-449.5840424384825	5792.649999999999	5331.22216796875
5345.700657894737	-405.6591647289651	5793.499999999999	5331.22216796875
5358.631578947368	-361.7342870194476	5794.349999999999	5331.22216796875
5375.168859649123	-317.8094093099772	5795.199999999999	5331.22216796875
5325.936403508772	-273.88453160045975	5796.049999999999	5331.22216796875
5339.0202850877195	-229.95965389098927	5796.899999999999	5331.22216796875
5340.5932017543855	-186.0347761814718	5797.749999999999	5331.22216796875
5303.121710526316	-142.1098984720014	5798.5999999999985	5331.22216796875
5334.1140350877195	-98.18502076248394	5799.449999999999	5331.22216796875
5321.538925438596	-54.26014305296649	5800.299999999999	5331.22216796875
5292.892543859649	-10.335265343449047	5801.15	5331.22216796875
5310.711622807017	33.5896123659744	5801.999999999998	5331.22216796875
5332.434210526316	77.51449007549185	5802.8499999999985	5331.22216796875
5327.664473684211	121.4393677850093	5803.699999999999	5331.22216796875
5331.004385964912	165.36424549452676	5804.549999999999	5331.22216796875
5338.5619517543855	209.2891232040442	5805.4	5331.22216796875
5314.080592105263	253.21400091351464	5806.249999999999	5331.22216796875
5334.771929824561	297.13887862298503	5807.0999999999985	5331.22216796875
5332.587719298245	341.0637563325025	5807.949999999999	5331.22216796875
5296.065789473684	384.98863404202	5808.799999999999	5331.22216796875
5298.035635964912	428.91351175149043	5809.649999999999	5331.22216796875
