wav	cont	flux	vhel
5867.449999999999	4032.55419921875	4026.3661616161617	-416.8588815921204
5868.299999999999	4032.55419921875	4056.682178932179	-373.4892305084715
5869.15	4032.55419921875	4068.501803751804	-330.11957942482263
5869.999999999999	4032.55419921875	4068.3881673881674	-286.74992834122014
5870.8499999999985	4032.55419921875	4122.646103896104	-243.38027725761765
5871.699999999999	4032.55419921875	4315.8170995671	-200.01062617396875
5872.549999999999	4032.55419921875	5284.862914862915	-156.6409750903199
5873.399999999999	4032.55419921875	12192.813852813853	-113.2713240067174
5874.249999999999	4032.55419921875	44074.080808080806	-69.90167292306853
5875.099999999999	4032.55419921875	99243.78643578643	-26.532021839419645
5875.949999999999	4032.55419921875	125327.21500721501	16.83762924418283
5876.799999999998	4032.55419921875	96227.15728715729	60.20728032778531
5877.649999999999	4032.55419921875	41031.28715728716	103.57693141143419
5878.499999999999	4032.55419921875	10849.589466089466	146.94658249508308
5879.349999999999	4032.55419921875	4940.671356421356	190.31623357873195
5880.199999999999	4032.55419921875	4211.154040404041	233.68588466233442
5881.049999999999	4032.55419921875	4080.7579365079364	277.0555357459833
5881.899999999999	4032.55419921875	4041.5324675324673	320.4251868295858
5882.749999999999	4032.55419921875	4006.841991341991	363.79483791323463
5883.5999999999985	4032.55419921875	3964.8387445887447	407.1644889968372
5884.449999999999	4032.55419921875	3956.6507936507937	450.53414008048605
