flux	cont	vhel	wav
10076.1083984375	10076.1083984375	-261.2242848746727	5775.65
10128.8720703125	10076.1083984375	-217.14478490929713	5776.499999999999
10111.287109375	10076.1083984375	-173.0652849439215	5777.3499999999985
10110.27734375	10076.1083984375	-128.98578497849874	5778.199999999999
10115.814453125	10076.1083984375	-84.90628501307596	5779.049999999999
9974.857421875	10076.1083984375	-40.826785047653175	5779.9
9917.828125	10076.1083984375	3.252714917769599	5780.75
9975.7177734375	10076.1083984375	47.33221488309805	5781.5999999999985
9927.6064453125	10076.1083984375	91.41171484852082	5782.449999999999
10022.09375	10076.1083984375	135.4912148139436	5783.299999999999
10109.2548828125	10076.1083984375	179.57071477936637	5784.15
10032.2021484375	10076.1083984375	223.650214744742	5784.999999999999
10001.5595703125	10076.1083984375	267.7297147101648	5785.849999999999
10088.6220703125	10076.1083984375	311.80921467558755	5786.7
10071.451171875	10076.1083984375	355.8887146409632	5787.549999999999
10006.068359375	10076.1083984375	399.9682146063388	5788.399999999999
10103.4072265625	10076.1083984375	444.04771457176156	5789.249999999999
