wav	cont	flux	vhel
4611.999999999999	10119.986328125	10094.979288369623	-526.2465253814681
4612.849999999999	10119.986328125	10076.054168879447	-471.09121754245365
4613.699999999999	10119.986328125	10187.607010090282	-415.9359097034982
4614.549999999999	10119.986328125	10144.531067445565	-360.78060186448374
4615.399999999999	10119.986328125	10077.303239511419	-305.6252940255283
4616.249999999999	10119.986328125	10145.86935740839	-250.46998618651386
4617.099999999999	10119.986328125	10074.661710037175	-195.3146783474994
4617.949999999999	10119.986328125	10032.370685077005	-140.159370508544
4618.799999999999	10119.986328125	10111.161975570898	-85.0040626695295
4619.65	10119.986328125	10081.241635687733	-29.848754830515055
4620.499999999999	10119.986328125	10127.35209771641	25.306553008440382
4621.349999999999	10119.986328125	10240.194370685076	80.46186084745483
4622.199999999999	10119.986328125	10173.087626128518	135.61716868641028
4623.049999999999	10119.986328125	10136.181625066383	190.77247652542474
4623.899999999999	10119.986328125	10182.182687201275	245.9277843643802
4624.749999999999	10119.986328125	10094.07541157727	301.08309220339464
4625.5999999999985	10119.986328125	10088.725438130643	356.23840004235007
4626.449999999999	10119.986328125	10164.514073287308	411.3937078813645
4627.299999999999	10119.986328125	10079.686670207117	466.549015720379
4628.15	10119.986328125	10123.7843866171	521.7043235593934
