wav	cont	flux	vhel
5859.799999999999	6188.515625	6190.612320764737	-418.4227019848624
5860.649999999999	6188.515625	6179.231545406266	-374.9966584333505
5861.499999999999	6188.515625	6173.406266595857	-331.5706148817921
5862.3499999999985	6188.515625	6210.809877854487	-288.14457133028014
5863.199999999999	6188.515625	6200.438661710037	-244.71852777872178
5864.049999999999	6188.515625	6203.654806160383	-201.29248422716344
5864.9	6188.515625	6237.018056293149	-157.86644067560502
5865.749999999998	6188.515625	6241.735528412109	-114.4403971241396
5866.5999999999985	6188.515625	6250.6378120021245	-71.01435357258121
5867.449999999999	6188.515625	6304.981943706851	-27.58831002102283
5868.299999999999	6188.515625	6328.334572490707	15.837733530535552
5869.15	6188.515625	6316.594264471588	59.26377708209393
5869.999999999999	6188.515625	6334.430164630908	102.68982063360585
5870.8499999999985	6188.515625	6386.156133828997	146.11586418511777
5871.699999999999	6188.515625	6556.799787573022	189.54190773667614
5872.549999999999	6188.515625	7553.426447158789	232.9679512882345
5873.399999999999	6188.515625	14705.082315454063	276.3939948397464
5874.249999999999	6188.515625	48665.30855018587	319.8200383913048
5875.099999999999	6188.515625	108758.86563993627	363.24608194286316
5875.949999999999	6188.515625	137980.1423260754	406.6721254943751
5876.799999999998	6188.515625	107078.67870419544	450.098169045887
