flux	vhel	wav	cont
1926.125541125541	-260.421850318428	9258.949999999997	1962.3465576171875
1960.1170634920634	-232.92389096803316	9259.799999999997	1962.3465576171875
2006.2458513708514	-205.4259316176383	9260.649999999998	1962.3465576171875
2056.6132756132756	-177.92797226724346	9261.499999999998	1962.3465576171875
2086.469877344877	-150.4300129168486	9262.349999999999	1962.3465576171875
2070.8887085137085	-122.93205356651262	9263.199999999997	1962.3465576171875
2062.3856421356422	-95.43409421611777	9264.049999999997	1962.3465576171875
2088.5800865800866	-67.93613486572293	9264.899999999998	1962.3465576171875
2116.9776334776334	-40.438175515328076	9265.749999999998	1962.3465576171875
2103.4325396825398	-12.940216164933231	9266.599999999999	1962.3465576171875
2081.4617604617606	14.557743185461616	9267.449999999999	1962.3465576171875
2056.3282828282827	42.055702535797614	9268.299999999997	1962.3465576171875
2002.3953823953823	69.55366188619247	9269.149999999998	1962.3465576171875
1960.962481962482	97.05162123658732	9269.999999999998	1962.3465576171875
1945.3988095238096	124.54958058698216	9270.849999999999	1962.3465576171875
1923.419733044733	152.047539937377	9271.699999999999	1962.3465576171875
1919.8840187590188	179.54549928777186	9272.55	1962.3465576171875
1939.736111111111	207.04345863810786	9273.399999999998	1962.3465576171875
1947.9778138528138	234.5414179885027	9274.249999999998	1962.3465576171875
1942.0726911976913	262.03937733889757	9275.099999999999	1962.3465576171875
