vhel	wav	cont	flux
-331.01881625303116	7988.2	3042.996337890625	2979.8057324840765
-299.1540377915478	7989.049999999999	3042.996337890625	2963.696213729653
-267.28925933006445	7989.899999999999	3042.996337890625	2947.530785562633
-235.42448086854696	7990.749999999999	3042.996337890625	3026.9539985845718
-203.5597024070295	7991.599999999999	3042.996337890625	3290.4529370134464
-171.69492394554612	7992.449999999999	3042.996337890625	3478.9907997169144
-139.8301454840287	7993.299999999999	3042.996337890625	3411.1917905166315
-107.96536702251119	7994.15	3042.996337890625	3172.2710544939846
-76.10058856102782	7994.999999999999	3042.996337890625	3038.7866242038217
-44.235810099544445	7995.8499999999985	3042.996337890625	3029.4529370134464
-12.371031638026974	7996.699999999999	3042.996337890625	3000.328025477707
19.493746823490497	7997.549999999999	3042.996337890625	2911.560686482661
51.35852528500797	7998.4	3042.996337890625	2912.6010261854212
83.22330374652543	7999.25	3042.996337890625	2983.253361641897
115.08808220797472	8000.0999999999985	3042.996337890625	3117.83262561925
146.95286066949217	8000.949999999999	3042.996337890625	3135.7197452229298
178.81763913100966	8001.799999999999	3042.996337890625	3064.570771408351
210.68241759252712	8002.65	3042.996337890625	2963.41330502477
242.5471960540105	8003.499999999999	3042.996337890625	2922.5093772116065
274.41197451552796	8004.349999999999	3042.996337890625	2925.224168435952
306.2767529770454	8005.2	3042.996337890625	2923.3837579617834
