flux	vhel	wav	cont
5472.946608946609	-498.23998034111816	4913.749999999999	5555.76708984375
5486.47113997114	-446.4668772494226	4914.599999999999	5555.76708984375
5497.205627705628	-394.6937741577271	4915.45	5555.76708984375
5461.603174603175	-342.92067106614235	4916.299999999998	5555.76708984375
5433.306277056277	-291.14756797444676	4917.149999999999	5555.76708984375
5430.168470418471	-239.37446488275123	4917.999999999999	5555.76708984375
5491.400793650793	-187.6013617910557	4918.849999999999	5555.76708984375
6243.930014430014	-135.82825869936016	4919.7	5555.76708984375
8876.565656565657	-84.05515560772001	4920.549999999999	5555.76708984375
12480.191919191919	-32.282052516079865	4921.399999999999	5555.76708984375
13650.636363636364	19.491050575615677	4922.249999999999	5555.76708984375
11343.710678210678	71.26415366725583	4923.0999999999985	5555.76708984375
7808.20202020202	123.03725675895136	4923.949999999999	5555.76708984375
6078.105339105339	174.8103598506469	4924.799999999999	5555.76708984375
5675.782467532467	226.58346294234246	4925.65	5555.76708984375
5530.695165945166	278.356566034038	4926.5	5555.76708984375
5481.8744588744585	330.12966912562274	4927.3499999999985	5555.76708984375
5492.710317460317	381.9027722173183	4928.199999999999	5555.76708984375
5557.045815295815	433.67587530901386	4929.049999999999	5555.76708984375
5723.036796536797	485.4489784007094	4929.9	5555.76708984375
5905.203823953824	537.2220814923495	4930.749999999999	5555.76708984375
