flux	vhel	wav	cont
3645.331210191083	-397.1303880618688	6355.3499999999985	3630.79296875
3655.5350318471337	-357.0875849951209	6356.199999999999	3630.79296875
3626.966737438075	-317.044781928373	6357.049999999999	3630.79296875
3613.193205944798	-277.0019788616251	6357.9	3630.79296875
3606.1369426751594	-236.95917579496287	6358.749999999998	3630.79296875
3592.255484784147	-196.91637272821495	6359.5999999999985	3630.79296875
3609.9557678697806	-156.87356966146706	6360.449999999999	3630.79296875
3713.691082802548	-116.83076659471914	6361.299999999999	3630.79296875
4159.093064401982	-76.78796352801406	6362.149999999999	3630.79296875
5314.843949044586	-36.74516046126615	6362.999999999999	3630.79296875
6383.616418966737	3.2976426054389196	6363.8499999999985	3630.79296875
6257.18966737438	43.34044567218683	6364.699999999999	3630.79296875
5055.78627034678	83.38324873889191	6365.549999999998	3630.79296875
4029.8581033262562	123.42605180563983	6366.399999999999	3630.79296875
3688.711960368011	163.46885487238774	6367.249999999999	3630.79296875
3619.255484784147	203.51165793913566	6368.099999999999	3630.79296875
3649.2561924982306	243.55446100588355	6368.95	3630.79296875
3833.044939844303	283.5972640725458	6369.799999999998	3630.79296875
4297.186836518047	323.6400671392937	6370.649999999999	3630.79296875
4617.078910120312	363.6828702060416	6371.499999999999	3630.79296875
4525.264685067233	403.72567327278955	6372.349999999999	3630.79296875
