vhel	wav	cont	flux
-318.4997416779205	8180.299999999998	2818.09716796875	2828.1525123849965
-287.3819508243231	8181.149999999999	2818.09716796875	2802.475583864119
-256.2641599707257	8181.999999999999	2818.09716796875	2800.5971337579617
-225.1463691171283	8182.849999999999	2818.09716796875	2845.9302901627743
-194.0285782635975	8183.699999999998	2818.09716796875	2888.1788747346072
-162.9107874100001	8184.549999999998	2818.09716796875	2974.5859872611463
-131.7929965564027	8185.399999999999	2818.09716796875	3049.4847841472047
-100.6752057028053	8186.249999999999	2818.09716796875	3044.575725406936
-69.55741484920792	8187.099999999999	2818.09716796875	3043.581033262562
-38.439623995643814	8187.949999999999	2818.09716796875	3187.515923566879
-7.321833142079715	8188.799999999998	2818.09716796875	3261.490092002831
23.795957711517676	8189.649999999999	2818.09716796875	3150.186128803963
54.913748565081775	8190.499999999998	2818.09716796875	2959.4677990092005
86.03153941867917	8191.3499999999985	2818.09716796875	2841.6105803255487
117.14933027227656	8192.199999999999	2818.09716796875	2785.8131634819533
148.26712112587396	8193.05	2818.09716796875	2795.5645789101204
179.38491197940476	8193.899999999998	2818.09716796875	2854.9874380750175
210.50270283300213	8194.749999999998	2818.09716796875	2857.1334041047417
241.62049368659953	8195.599999999999	2818.09716796875	2805.891365888181
272.73828454019696	8196.449999999999	2818.09716796875	2750.5208775654637
303.85607539379436	8197.3	2818.09716796875	2734.6418966737438
