vhel	wav	cont	flux
-360.58296292255864	7282.699999999997	4517.587890625	8038.561217268224
-325.63478521626496	7283.549999999997	4517.587890625	4745.984784147205
-290.6866075099713	7284.399999999998	4517.587890625	3448.5138004246282
-255.73842980367766	7285.249999999998	4517.587890625	3220.602618542109
-220.79025209738398	7286.0999999999985	4517.587890625	3125.024062278839
-185.8420743911651	7286.949999999997	4517.587890625	3088.755838641189
-150.89389668487146	7287.799999999997	4517.587890625	3085.6404812455767
-115.9457189785778	7288.649999999998	4517.587890625	3073.328025477707
-80.99754127228414	7289.499999999998	4517.587890625	3052.221160651097
-46.049363566027864	7290.349999999998	4517.587890625	3062.4299363057326
-11.101185859734208	7291.199999999998	4517.587890625	3115.2770700636943
23.84699184652206	7292.049999999997	4517.587890625	3144.250176928521
58.795169552815715	7292.899999999998	4517.587890625	3136.3358103326254
93.743347259072	7293.749999999997	4517.587890625	3134.000353857042
128.69152496536566	7294.599999999998	4517.587890625	3160.8892427459305
163.6397026716593	7295.449999999998	4517.587890625	3198.3283793347487
198.58788037795298	7296.299999999998	4517.587890625	3248.486907289455
233.5360580842466	7297.149999999999	4517.587890625	3359.2087756546357
268.4842357904655	7297.999999999997	4517.587890625	3462.871196036801
303.4324134967592	7298.849999999998	4517.587890625	3423.7664543524415
338.3805912030528	7299.699999999998	4517.587890625	3265.044939844303
