wav	cont	flux	vhel
4793.899999999999	9434.58984375	9468.407859798195	-551.8027893911218
4794.749999999999	9434.58984375	9448.16994158258	-498.74482887272836
4795.5999999999985	9434.58984375	9397.710037174722	-445.6868683543916
4796.449999999999	9434.58984375	9447.497610196495	-392.6289078359982
4797.299999999999	9434.58984375	9411.167286245352	-339.5709473176047
4798.15	9434.58984375	9360.354753053638	-286.5129867992112
4799.0	9434.58984375	9410.747742963356	-233.45502628081772
4799.8499999999985	9434.58984375	9386.485395645246	-180.3970657625378
4800.699999999999	9434.58984375	9375.10780669145	-127.33910524414433
4801.549999999999	9434.58984375	9487.461497610197	-74.28114472575086
4802.4	9434.58984375	9511.332979288369	-21.223184207357388
4803.249999999999	9434.58984375	9499.808815719596	31.83477631097931
4804.099999999999	9434.58984375	9493.535847052575	84.89273682937278
4804.949999999999	9434.58984375	9405.893786510887	137.95069734770948
4805.799999999999	9434.58984375	9347.684545937334	191.00865786610296
4806.649999999999	9434.58984375	9393.49442379182	244.06661838443966
4807.499999999999	9434.58984375	9335.278810408921	297.12457890283315
4808.349999999999	9434.58984375	9318.108337758895	350.18253942122664
4809.2	9434.58984375	9389.193839617632	403.24049993962007
4810.049999999998	9434.58984375	9352.912373871482	456.2984604579
4810.899999999999	9434.58984375	9345.391396707382	509.35642097629346
