flux	cont	vhel	wav
9717.3642578125	9708.171875	-416.8697442464597	5909.949999999999
9868.3369140625	9708.171875	-373.8143097106636	5910.799999999999
9805.26171875	9708.171875	-330.7588751748675	5911.65
9637.84375	9708.171875	-287.7034406391175	5912.499999999999
9753.44921875	9708.171875	-244.64800610336755	5913.3499999999985
9764.6630859375	9708.171875	-201.59257156757147	5914.199999999999
9720.5283203125	9708.171875	-158.53713703177542	5915.049999999999
9795.88671875	9708.171875	-115.48170249602539	5915.899999999999
9925.48046875	9708.171875	-72.4262679602293	5916.749999999999
9759.29296875	9708.171875	-29.370833424433222	5917.599999999999
9754.359375	9708.171875	13.68460111131678	5918.449999999999
9848.82421875	9708.171875	56.74003564706679	5919.299999999998
9776.3515625	9708.171875	99.79547018286286	5920.149999999999
9627.2099609375	9708.171875	142.85090471865894	5920.999999999999
9716.099609375	9708.171875	185.906339254455	5921.849999999999
9592.8896484375	9708.171875	228.96177379020503	5922.699999999999
9678.8232421875	9708.171875	272.01720832600114	5923.549999999999
9766.5849609375	9708.171875	315.07264286175115	5924.399999999999
9590.2890625	9708.171875	358.1280773975472	5925.249999999999
9649.728515625	9708.171875	401.1835119332972	5926.0999999999985
9818.896484375	9708.171875	444.23894646909326	5926.949999999999
