vhel	wav	cont	flux
-400.72813348625033	6574.65	4801.43017578125	4418.295116772823
-362.02143877453585	6575.499999999999	4801.43017578125	4516.410828025478
-323.31474406278	6576.349999999999	4801.43017578125	4936.064048124557
-284.60804935102414	6577.2	4801.43017578125	5923.4787685774945
-245.90135463926828	6578.05	4801.43017578125	6736.6652512385
-207.1946599275953	6578.899999999999	4801.43017578125	6712.085633404105
-168.48796521583944	6579.749999999999	4801.43017578125	6404.409058740269
-129.78127050408358	6580.599999999999	4801.43017578125	9144.003538570418
-91.07457579232774	6581.45	4801.43017578125	39531.903750884645
-52.367881080613294	6582.299999999999	4801.43017578125	201117.50884642603
-13.661186368857441	6583.15	4801.43017578125	460487.2922859165
25.045508342898408	6584.0	4801.43017578125	547276.3198867658
63.75220305461284	6584.849999999999	4801.43017578125	378082.9440905874
102.45889776632728	6585.699999999999	4801.43017578125	123240.8322717622
141.1655924780831	6586.549999999999	4801.43017578125	19425.38287331918
179.87228718983897	6587.4	4801.43017578125	6213.442321302194
218.57898190159483	6588.25	4801.43017578125	4821.461429582449
257.2856766133507	6589.1	4801.43017578125	4483.917905166313
295.9923713250237	6589.949999999999	4801.43017578125	4343.1549893842885
334.6990660367795	6590.799999999999	4801.43017578125	4227.399504600142
373.4057607485354	6591.65	4801.43017578125	4117.524416135881
