flux	vhel	wav	cont
4690.360226468507	-496.27249248434526	5252.899999999998	4704.3125
4708.4016277423925	-447.8417670409718	5253.749999999998	4704.3125
4698.93736730361	-399.4110415975981	5254.5999999999985	4704.3125
4694.6203113941965	-350.98031615422445	5255.449999999999	4704.3125
4722.537508846426	-302.54959071090263	5256.299999999998	4704.3125
4724.234961075726	-254.1188652675291	5257.149999999999	4704.3125
4711.059801840057	-205.68813982420727	5257.999999999998	4704.3125
4734.771054493985	-157.25741438083367	5258.8499999999985	4704.3125
4767.67551309271	-108.82668893751185	5259.699999999998	4704.3125
4874.201698513801	-60.39596349413822	5260.549999999998	4704.3125
5047.307147912244	-11.965238050764608	5261.399999999999	4704.3125
5064.950106157113	36.46548739260901	5262.249999999999	4704.3125
4899.658527954706	84.89621283598264	5263.099999999999	4704.3125
4708.444444444444	133.3269382792526	5263.949999999998	4704.3125
4615.217975937721	181.75766372262623	5264.799999999998	4704.3125
4589.954706298656	230.18838916599984	5265.649999999999	4704.3125
4626.001769285209	278.61911460937347	5266.499999999999	4704.3125
4667.7979476291575	327.0498400526953	5267.3499999999985	4704.3125
4814.722222222223	375.4805654960689	5268.199999999999	4704.3125
5497.203113941968	423.9112909393907	5269.049999999998	4704.3125
6680.440198159943	472.3420163827643	5269.899999999999	4704.3125
