wav	cont	flux	vhel
5509.5999999999985	4271.7353515625	4281.853535353535	-440.63874947767226
5510.449999999999	4271.7353515625	4292.4758297258295	-394.4558965730961
5511.299999999998	4271.7353515625	4315.911616161616	-348.2730436685693
5512.149999999999	4271.7353515625	4370.030303030303	-302.0901907639931
5512.999999999998	4271.7353515625	4426.880952380952	-255.90733785946637
5513.8499999999985	4271.7353515625	4420.029581529581	-209.7244849548902
5514.699999999998	4271.7353515625	4380.226190476191	-163.5416320503634
5515.549999999998	4271.7353515625	4602.670274170274	-117.35877914578724
5516.399999999999	4271.7353515625	5599.502164502164	-71.17592624121104
5517.249999999999	4271.7353515625	7024.431457431458	-24.993073336634865
5518.099999999998	4271.7353515625	7531.719336219337	21.189779567842486
5518.949999999998	4271.7353515625	6599.744588744588	67.37263247241867
5519.799999999998	4271.7353515625	5157.224025974026	113.55548537699485
5520.649999999999	4271.7353515625	4449.193722943723	159.73833828157103
5521.499999999999	4271.7353515625	4305.049062049062	205.9211911861472
5522.3499999999985	4271.7353515625	4272.515873015873	252.104044090674
5523.199999999998	4271.7353515625	4274.113997113997	298.2868969952008
5524.049999999998	4271.7353515625	4276.742784992785	344.4697498997769
5524.899999999999	4271.7353515625	4262.589466089466	390.6526028043531
5525.749999999998	4271.7353515625	4273.492424242424	436.8354557088799
