flux	vhel	wav	cont
3732.3170559094124	-412.19163856754784	6124.999999999999	3721.98095703125
3741.7289455060154	-370.6449893582328	6125.8499999999985	3721.98095703125
3738.780962491154	-329.0983401488734	6126.699999999999	3721.98095703125
3721.3460721868364	-287.55169093951395	6127.549999999999	3721.98095703125
3720.174805378627	-246.005041730199	6128.399999999999	3721.98095703125
3723.0389242745932	-204.45839252083954	6129.249999999999	3721.98095703125
3726.0077848549186	-162.9117433114801	6130.099999999999	3721.98095703125
3736.6457891012033	-121.36509410216513	6130.949999999999	3721.98095703125
3733.716914366596	-79.81844489285015	6131.799999999998	3721.98095703125
3724.648266100495	-38.27179568349072	6132.649999999999	3721.98095703125
3724.085279547063	3.2748535258687133	6133.499999999999	3721.98095703125
3722.3145789101204	44.821502735228144	6134.349999999999	3721.98095703125
3706.5987261146497	86.36815194458758	6135.2	3721.98095703125
3688.9352441613587	127.91480115385811	6136.049999999998	3721.98095703125
3674.3142250530786	169.46145036321752	6136.899999999999	3721.98095703125
3683.9646142958245	211.00809957257695	6137.749999999999	3721.98095703125
3697.9539985845718	252.5547487819364	6138.599999999999	3721.98095703125
3718.956829440906	294.10139799125136	6139.449999999999	3721.98095703125
3714.4745222929937	335.64804720061085	6140.299999999999	3721.98095703125
3707.32661004954	377.19469640992577	6141.149999999999	3721.98095703125
3713.601556970984	418.7413456192852	6141.999999999999	3721.98095703125
