flux	vhel	wav	cont
2888.319179051663	-322.54815753980347	8207.499999999998	2937.815673828125
2866.622434536447	-291.53391162250824	8208.349999999999	2937.815673828125
2883.137473460722	-260.5196657052131	8209.199999999999	2937.815673828125
2976.5495399858455	-229.5054197879843	8210.049999999997	2937.815673828125
3067.9734607218684	-198.49117387068912	8210.899999999998	2937.815673828125
3064.8793347487617	-167.47692795339395	8211.749999999998	2937.815673828125
2976.7338995046002	-136.46268203609878	8212.599999999999	2937.815673828125
2879.625619249823	-105.4484361188036	8213.449999999999	2937.815673828125
2880.280431705591	-74.43419020150843	8214.3	2937.815673828125
3018.795116772824	-43.419944284279616	8215.149999999998	2937.815673828125
3315.3736730360934	-12.40569836698444	8215.999999999998	2937.815673828125
3486.560863411182	18.608547550310735	8216.849999999999	2937.815673828125
3365.5672328379333	49.62279346760591	8217.699999999999	2937.815673828125
3034.872611464968	80.63703938490109	8218.55	2937.815673828125
2821.5944798301484	111.65128530219627	8219.4	2937.815673828125
2782.18754423213	142.66553121949144	8220.25	2937.815673828125
2802.3375796178343	173.67977713672025	8221.099999999999	2937.815673828125
2943.560686482661	204.69402305401542	8221.949999999999	2937.815673828125
3361.770700636943	235.7082689713106	8222.8	2937.815673828125
3655.317409766454	266.7225148886058	8223.65	2937.815673828125
3468.025831564048	297.7367608058346	8224.499999999998	2937.815673828125
