wav	cont	flux	vhel
5677.899999999998	6489.76611328125	6641.028677642061	-438.12580365140667
5678.749999999998	6489.76611328125	6763.172596919809	-393.3114916052267
5679.5999999999985	6489.76611328125	6852.710568242167	-348.4971795590467
5680.449999999999	6489.76611328125	6817.0392989909715	-303.6828675128667
5681.299999999999	6489.76611328125	6647.839086563994	-258.86855546668676
5682.149999999998	6489.76611328125	6509.1205523101435	-214.05424342060272
5682.999999999998	6489.76611328125	6497.2007434944235	-169.2399313744227
5683.8499999999985	6489.76611328125	6499.031864046734	-124.42561932824275
5684.699999999999	6489.76611328125	6503.071163037705	-79.61130728206277
5685.549999999998	6489.76611328125	6545.861922464153	-34.79699523593073
5686.399999999999	6489.76611328125	6556.409453000531	10.017316810249246
5687.249999999999	6489.76611328125	6524.227296866702	54.83162885642923
5688.099999999998	6489.76611328125	6511.365374402549	99.6459409025133
5688.949999999998	6489.76611328125	6508.900690387679	144.46025294869327
5689.799999999998	6489.76611328125	6491.279341476367	189.27456499487323
5690.649999999999	6489.76611328125	6499.353159851301	234.08887704105322
5691.499999999999	6489.76611328125	6512.77004779607	278.9031890872332
5692.3499999999985	6489.76611328125	6488.329792883696	323.71750113336526
5693.199999999998	6489.76611328125	6489.967073818375	368.53181317949725
5694.049999999998	6489.76611328125	6494.759426447159	413.3461252256772
5694.899999999999	6489.76611328125	6463.0	458.1604372718572
