wav	cont	flux	vhel
6392.75	4735.05712890625	4689.336078229542	-409.77645981410603
6393.599999999999	4735.05712890625	4719.233144621719	-369.9696037179042
6394.449999999999	4735.05712890625	4731.193000514668	-330.16274762170224
6395.299999999999	4735.05712890625	4743.772002058672	-290.3558915254578
6396.15	4735.05712890625	4742.434379825013	-250.54903542921332
6397.0	4735.05712890625	4764.304168811117	-210.74217933296885
6397.85	4735.05712890625	4724.68605249614	-170.93532323672434
6398.699999999999	4735.05712890625	4748.1230056613485	-131.12846714056505
6399.549999999999	4735.05712890625	4737.580545548121	-91.32161104432056
6400.4	4735.05712890625	4776.691713844571	-51.51475494807608
6401.249999999999	4735.05712890625	4827.361811631497	-11.707898851874194
6402.099999999999	4735.05712890625	4880.223880597015	28.09895724437029
6402.95	4735.05712890625	4875.462686567164	67.90581334061477
6403.799999999999	4735.05712890625	4803.742665980442	107.71266943681665
6404.649999999999	4735.05712890625	4753.23829130211	147.51952553301854
6405.499999999999	4735.05712890625	4756.73854863613	187.32638162926304
6406.349999999999	4735.05712890625	4689.504889346372	227.1332377255075
6407.2	4735.05712890625	4725.606793618116	266.940093821752
6408.05	4735.05712890625	4744.940813175502	306.74694991799646
6408.9	4735.05712890625	4744.608337622234	346.55380601419836
6409.749999999999	4735.05712890625	4733.426659804426	386.36066211040026
