flux	cont	vhel	wav
9912.23828125	9711.9296875	-428.143663067898	5881.049999999999
9941.103515625	9711.9296875	-384.8782797598905	5881.899999999999
9992.7978515625	9711.9296875	-341.61289645183666	5882.749999999999
9852.0810546875	9711.9296875	-298.34751314382913	5883.5999999999985
9749.3076171875	9711.9296875	-255.08212983577545	5884.449999999999
9888.1103515625	9711.9296875	-211.81674652772162	5885.299999999999
9985.4189453125	9711.9296875	-168.55136321966782	5886.15
9943.0849609375	9711.9296875	-125.28597991170662	5886.999999999998
9897.755859375	9711.9296875	-82.02059660365283	5887.8499999999985
9749.810546875	9711.9296875	-38.75521329559902	5888.699999999999
9624.0185546875	9711.9296875	4.510170012454777	5889.549999999999
9595.0048828125	9711.9296875	47.77555332050858	5890.4
9658.76953125	9711.9296875	91.04093662851606	5891.249999999999
9756.7529296875	9711.9296875	134.30631993652358	5892.0999999999985
9941.4814453125	9711.9296875	177.57170324457738	5892.949999999999
9670.166015625	9711.9296875	220.83708655263118	5893.799999999999
9709.1455078125	9711.9296875	264.1024698606387	5894.649999999999
9649.0830078125	9711.9296875	307.3678531686925	5895.499999999999
9567.2353515625	9711.9296875	350.6332364767463	5896.349999999999
9537.046875	9711.9296875	393.89861978475386	5897.199999999999
9597.810546875	9711.9296875	437.1640030927613	5898.049999999998
