vhel	wav	cont	flux
-369.3483724088245	6801.5999999999985	nan	5027.565586829527
-331.92928819576264	6802.449999999999	nan	5009.05151354222
-294.51020398270083	6803.299999999999	nan	5019.130642591609
-257.09111976963896	6804.15	nan	5047.97238449283
-219.6720355565771	6805.0	nan	5064.191184280404
-182.25295134355528	6805.849999999999	nan	5056.746149761019
-144.83386713049345	6806.7	nan	5018.977695167287
-107.41478291747164	6807.549999999999	nan	4999.886351566649
-69.99569870440979	6808.4	nan	5009.902283590016
-32.57661449138798	6809.249999999999	nan	5014.683483802443
4.842469721673871	6810.099999999999	nan	5016.293149229952
42.26155393473572	6810.95	nan	5021.8624535315985
79.68063814779757	6811.8	nan	5008.987785448752
117.09972236077934	6812.649999999999	nan	5005.493892724376
154.5188065738412	6813.499999999999	nan	5038.2814657461495
191.93789078690304	6814.349999999999	nan	5039.720658523633
229.3569749999649	6815.2	nan	5005.144981412639
266.7760592129867	6816.049999999999	nan	4986.7987254381305
304.19514342604856	6816.9	nan	4994.472118959108
341.6142276390704	6817.749999999999	nan	4999.186935740839
379.0333118521322	6818.599999999999	nan	4995.756771109931
