vhel	cont	wav	flux
-525.2799829057751	15753.63671875	4769.249999999999	16733.8828125
-471.94595415241383	15753.63671875	4770.099999999999	16439.552734375
-418.61192539910974	15753.63671875	4770.949999999999	16489.833984375
-365.2778966457486	15753.63671875	4771.799999999999	15853.2431640625
-311.9438678924446	15753.63671875	4772.649999999999	15517.1552734375
-258.6098391390835	15753.63671875	4773.499999999999	15833.6943359375
-205.27581038577944	15753.63671875	4774.3499999999985	15845.873046875
-151.94178163241827	15753.63671875	4775.199999999999	15540.494140625
-98.60775287905716	15753.63671875	4776.049999999999	15858.8330078125
-45.27372412569602	15753.63671875	4776.9	15918.0234375
8.060304627665102	15753.63671875	4777.75	15711.43359375
61.394333380912094	15753.63671875	4778.5999999999985	15960.4853515625
114.72836213427323	15753.63671875	4779.449999999999	15817.5888671875
168.06239088763436	15753.63671875	4780.299999999999	15485.265625
221.39641964099548	15753.63671875	4781.15	15755.650390625
274.7304483942996	15753.63671875	4781.999999999999	15680.1337890625
328.0644771476607	15753.63671875	4782.849999999999	15446.3486328125
381.3985059009648	15753.63671875	4783.699999999999	15671.6083984375
434.7325346543259	15753.63671875	4784.549999999999	15627.876953125
488.0665634076299	15753.63671875	4785.399999999999	15433.5615234375
541.400592160991	15753.63671875	4786.249999999999	15675.0380859375
