flux	vhel	wav	cont
5743.719596388742	-418.149810635986	6142.8499999999985	5751.30908203125
5768.101433882103	-376.7247128456984	6143.699999999999	5751.30908203125
5770.228890069039	-335.29961505541075	6144.549999999999	5751.30908203125
5738.115241635688	-293.8745172651231	6145.4	5751.30908203125
5736.3781200212425	-252.4494194748798	6146.249999999999	5751.30908203125
5751.531067445566	-211.02432168463648	6147.0999999999985	5751.30908203125
5728.387148167817	-169.59922389434885	6147.949999999999	5751.30908203125
5721.939989378651	-128.17412610406123	6148.799999999999	5751.30908203125
5753.631970260223	-86.74902831381792	6149.649999999999	5751.30908203125
5776.968667020712	-45.32393052353028	6150.499999999999	5751.30908203125
5834.151354221986	-3.8988327332426516	6151.349999999999	5751.30908203125
5830.294742432289	37.52626505700065	6152.199999999999	5751.30908203125
5767.681890600106	78.95136284724396	6153.049999999998	5751.30908203125
5733.569304301646	120.3764606375316	6153.899999999999	5751.30908203125
5748.603292618162	161.80155842781923	6154.749999999999	5751.30908203125
5744.710037174721	203.22665621810685	6155.599999999999	5751.30908203125
5755.926181625066	244.6517540083945	6156.45	5751.30908203125
5769.07063197026	286.07685179859345	6157.299999999998	5751.30908203125
5738.807753584705	327.5019495888811	6158.149999999999	5751.30908203125
5706.628252788104	368.92704737916876	6158.999999999999	5751.30908203125
5707.3637812002125	410.3521451694564	6159.849999999999	5751.30908203125
