wav	cont	flux	vhel
4998.749999999999	10181.0625	6419.499278499278	-484.4015357431666
4999.599999999999	10181.0625	6879.409090909091	-433.50644237087806
5000.45	10181.0625	7714.5670995671	-382.6113489985895
5001.299999999998	10181.0625	9029.924242424242	-331.7162556264099
5002.149999999999	10181.0625	11451.364357864359	-280.8211622541214
5002.999999999999	10181.0625	19939.64357864358	-229.9260688818329
5003.849999999999	10181.0625	64536.58874458874	-179.03097550954436
5004.7	10181.0625	305041.56998557	-128.13588213725586
5005.549999999999	10181.0625	1073201.593073593	-77.24078876502179
5006.399999999999	10181.0625	2020786.9783549784	-26.345695392787732
5007.249999999999	10181.0625	2257023.445887446	24.549397979500785
5008.099999999999	10181.0625	1538009.673881674	75.44449135178931
5008.949999999999	10181.0625	571763.9018759019	126.33958472402335
5009.799999999999	10181.0625	115947.42857142857	177.23467809631188
5010.65	10181.0625	26079.108225108226	228.1297714686004
5011.499999999998	10181.0625	13062.810966810966	279.02486484078
5012.3499999999985	10181.0625	10179.621212121212	329.9199582130685
5013.199999999999	10181.0625	9429.899711399712	380.8150515853571
5014.049999999999	10181.0625	12391.167388167389	431.7101449576456
5014.9	10181.0625	19404.41702741703	482.6052383299341
