wav	cont	flux	vhel
6065.499999999999	3787.801513671875	3785.2604617604616	-429.38895403513516
6066.349999999999	3787.801513671875	3798.6190476190477	-387.4371596753661
6067.199999999999	3787.801513671875	3804.877344877345	-345.485365315642
6068.049999999998	3787.801513671875	3797.7626262626263	-303.53357095591787
6068.899999999999	3787.801513671875	3799.6626984126983	-261.5817765961488
6069.749999999999	3787.801513671875	3808.154761904762	-219.6299822363798
6070.599999999999	3787.801513671875	3804.973665223665	-177.67818787661076
6071.45	3787.801513671875	3808.868686868687	-135.7263935168417
6072.299999999998	3787.801513671875	3809.0371572871572	-93.77459915716247
6073.149999999999	3787.801513671875	3806.089105339105	-51.82280479739343
6073.999999999999	3787.801513671875	3821.0717893217893	-9.871010437624399
6074.849999999999	3787.801513671875	3814.75468975469	32.08078392214463
6075.699999999999	3787.801513671875	3799.0097402597403	74.03257828186878
6076.549999999999	3787.801513671875	3796.7117604617606	115.9843726416378
6077.399999999999	3787.801513671875	3784.7597402597403	157.93616700136195
6078.249999999998	3787.801513671875	3783.400072150072	199.8879613610861
6079.0999999999985	3787.801513671875	3783.3001443001444	241.83975572085515
6079.949999999999	3787.801513671875	3785.853896103896	283.7915500806242
6080.799999999999	3787.801513671875	3770.438311688312	325.7433444403932
6081.65	3787.801513671875	3773.9570707070707	367.6951388001622
6082.499999999999	3787.801513671875	3778.2886002886003	409.64693315988643
