vhel	wav	cont	flux
-323.16419503071165	7867.5	3120.18505859375	3057.9256900212313
-290.80971142934044	7868.3499999999985	3120.18505859375	3066.185067232838
-258.45522782789993	7869.199999999999	3120.18505859375	3134.7473460721867
-226.1007442264595	7870.049999999999	3120.18505859375	3195.983014861996
-193.74626062501903	7870.9	3120.18505859375	3139.3545647558385
-161.39177702357858	7871.75	3120.18505859375	3008.0962491153573
-129.03729342217272	7872.599999999999	3120.18505859375	2960.613941967445
-96.68280982076688	7873.449999999999	3120.18505859375	2969.17940552017
-64.32832621932641	7874.299999999999	3120.18505859375	2968.5601556970983
-31.973842617885957	7875.15	3120.18505859375	3002.7480537862702
0.3806409835198849	7875.999999999999	3120.18505859375	3064.088110403397
32.735124584960346	7876.849999999999	3120.18505859375	3124.8315640481246
65.08960818640081	7877.7	3120.18505859375	3155.279193205945
97.44409178780664	7878.549999999999	3120.18505859375	3124.6914366595897
129.7985753892125	7879.399999999999	3120.18505859375	3065.7438075017694
162.15305899065297	7880.249999999999	3120.18505859375	3076.80042462845
194.50754259209342	7881.099999999999	3120.18505859375	3118.670912951168
226.8620261935339	7881.95	3120.18505859375	3077.62101910828
259.2165097949397	7882.799999999999	3120.18505859375	2994.3892427459305
291.57099339634556	7883.649999999999	3120.18505859375	2963.5728945506016
323.92547699778606	7884.499999999999	3120.18505859375	2963.898266100495
